id,level,kind,zh,pinyin,en,status,reviewer,note
e4d1a0e6aeb699d1,6,sentence,你的报酬是多少？,Nǐ de bàochou shì duōshao?,How much is your pay?,ok,claude:claude-opus-5,
67ada6160975bf8d,6,sentence,她每天早上化妆。,Tā měi tiān zǎoshang huàzhuāng.,She puts on makeup every morning.,ok,claude:claude-opus-5,
ac71d5cf6aab045d,6,sentence,灾民们又饥饿又寒冷。,Zāimínmen yòu jī’è yòu hánlěng.,The disaster victims are both hungry and cold.,fix,claude:claude-opus-5,|Zāimínmen yòu jī'è yòu hánlěng.||Use the standard straight apostrophe in jī'è.
10778a64afd6053e,6,sentence,酗酒对身体不好。,Xùjiǔ duì shēntǐ bù hǎo.,Heavy drinking is bad for your health.,ok,claude:claude-opus-5,
43514c98018ecb28,6,sentence,手机的辐射对人有害吗？,Shǒujī de fúshè duì rén yǒuhài ma?,Is radiation from mobile phones harmful to people?,ok,claude:claude-opus-5,
11fae472647fb676,6,sentence,他的态度非常极端。,Tā de tàidù fēicháng jíduān.,His attitude is extremely radical.,fix,claude:claude-opus-5,||His attitude is very extreme.|极端 means 'extreme' rather than 'radical' here.
65504a0384bcba81,6,sentence,他被警察拘留了。,Tā bèi jǐngchá jūliú le.,He was detained by the police.,ok,claude:claude-opus-5,
3ea83bc3610e73e9,6,sentence,她在学习潜水。,Tā zài xuéxí qiánshuǐ.,She is learning to dive.,ok,claude:claude-opus-5,
bce4898d6359efa5,6,sentence,他叹了一口气，走了。,"Tā tàn le yì kǒu qì, zǒu le.",He sighed and left.,fix,claude:claude-opus-5,"|Tā tàn le yī kǒu qì, zǒu le.||一 keeps its dictionary tone yī in pinyin."
51edb5bb6640eee4,6,sentence,这种情况让人难堪。,Zhè zhǒng qíngkuàng ràng rén nánkān.,This situation is embarrassing.,ok,claude:claude-opus-5,
205ec4ca7cc67108,6,sentence,他说话太粗鲁了。,Tā shuōhuà tài cūlǔ le.,He speaks too rudely.,ok,claude:claude-opus-5,
cb5bacbac5cfe082,6,sentence,门口有人在吹喇叭。,Ménkǒu yǒu rén zài chuī lǎba.,Someone is blowing a horn at the door.,ok,claude:claude-opus-5,
49d6b20fe8bdc487,6,sentence,她一个人抚养两个孩子。,Tā yí ge rén fǔyǎng liǎng ge háizi.,She raised two children on her own.,fix,claude:claude-opus-5,|Tā yī ge rén fǔyǎng liǎng ge háizi.||一 keeps its dictionary tone yī in pinyin.
3ee980b697ee49cb,6,sentence,这件事处理得很妥当。,Zhè jiàn shì chǔlǐ de hěn tuǒdang.,This matter was handled properly.,ok,claude:claude-opus-5,
8e4a0a3e1a4a582b,6,sentence,考试作弊是不对的。,Kǎoshì zuòbì shì bú duì de.,Cheating on exams is wrong.,fix,claude:claude-opus-5,|Kǎoshì zuòbì shì bù duì de.||Tone sandhi of 不 should not be written.
49063d5ad07ffd6b,6,sentence,我妈妈很会烹饪。,Wǒ māma hěn huì pēngrèn.,My mother is very good at cooking.,ok,claude:claude-opus-5,
8b4416f8f142745d,6,sentence,他浑身都是汗。,Tā húnshēn dōu shì hàn.,He is covered in sweat.,ok,claude:claude-opus-5,
cb1cceb0ece0746b,6,sentence,撒谎是可耻的。,Sāhuǎng shì kěchǐ de.,Lying is shameful.,ok,claude:claude-opus-5,
3448f1987848317a,6,sentence,工人们在挖掘一条新的隧道。,Gōngrénmen zài wājué yì tiáo xīn de suìdào.,The workers are digging a new tunnel.,fix,claude:claude-opus-5,|Gōngrénmen zài wājué yī tiáo xīn de suìdào.||一 keeps its dictionary tone in pinyin.
ca18325bfd0339b1,6,sentence,港口停着三艘大船。,Gǎngkǒu tíngzhe sān sōu dà chuán.,Three big ships are docked at the harbor.,ok,claude:claude-opus-5,
ad9a509b1f5dab0c,6,sentence,贪婪的人永远不会满足。,Tānlán de rén yǒngyuǎn bú huì mǎnzú.,A greedy person will never be satisfied.,fix,claude:claude-opus-5,|Tānlán de rén yǒngyuǎn bù huì mǎnzú.||不 sandhi should not be written.
05c8ff1251b93a06,6,sentence,请随身携带护照。,Qǐng suíshēn xiédài hùzhào.,Please carry your passport with you.,ok,claude:claude-opus-5,
8106123b7eee7a05,6,sentence,跑完步，他不停地喘气。,"Pǎo wán bù, tā bùtíng de chuǎnqì.",After the run he kept panting.,ok,claude:claude-opus-5,
9db94238bca5f1db,6,sentence,前面有红灯，快刹车！,"Qiánmiàn yǒu hóngdēng, kuài shāchē!","There’s a red light ahead, brake quickly!",ok,claude:claude-opus-5,
eb91f900f813bea5,6,sentence,父母有责任监督孩子学习。,Fùmǔ yǒu zérèn jiāndū háizi xuéxí.,Parents have a duty to supervise their children’s studies.,ok,claude:claude-opus-5,
792b1184dba1d40f,6,sentence,这条珍珠项链很贵。,Zhè tiáo zhēnzhū xiàngliàn hěn guì.,This pearl necklace is very expensive.,ok,claude:claude-opus-5,
a567c0a19bf05c75,6,sentence,工人们决定罢工。,Gōngrénmen juédìng bàgōng.,The workers decided to go on strike.,ok,claude:claude-opus-5,
1241e854833c7495,6,sentence,这是一个庞大的工程。,Zhè shì yí ge pángdà de gōngchéng.,This is a huge project.,fix,claude:claude-opus-5,|Zhè shì yī ge pángdà de gōngchéng.||一 keeps its dictionary tone in pinyin.
f64de4d565d2bfb0,6,sentence,他因为贿赂被开除了。,Tā yīnwèi huìlù bèi kāichú le.,He was fired for bribery.,ok,claude:claude-opus-5,
b75523f483b6ae0a,6,sentence,遇到危险的时候要镇定。,Yùdào wēixiǎn de shíhou yào zhèndìng.,Stay calm when you encounter danger.,ok,claude:claude-opus-5,
bd696e53da0d341d,6,sentence,我目睹了整个过程。,Wǒ mùdǔ le zhěnggè guòchéng.,I witnessed the entire process.,ok,claude:claude-opus-5,
2cf2b7852d926532,6,sentence,我嫂子是一名护士。,Wǒ sǎozi shì yì míng hùshi.,My sister-in-law is a nurse.,fix,claude:claude-opus-5,|Wǒ sǎozi shì yī míng hùshi.||一 keeps its dictionary tone in pinyin.
51e84487ac052494,6,sentence,他只是一个平凡的人。,Tā zhǐshì yí ge píngfán de rén.,He is just an ordinary person.,fix,claude:claude-opus-5,|Tā zhǐshì yī ge píngfán de rén.||一 keeps its dictionary tone in pinyin.
45ab8fc49a3a1342,6,sentence,她喜欢棕色的鞋子。,Tā xǐhuan zōngsè de xiézi.,She likes brown shoes.,ok,claude:claude-opus-5,
3a1ede931c7004ef,6,sentence,他嫌这个房子太小。,Tā xián zhège fángzi tài xiǎo.,He complains that this house is too small.,ok,claude:claude-opus-5,
1af852ce691803f9,6,sentence,这个杯子摔得粉碎。,Zhège bēizi shuāi de fěnsuì.,The cup was smashed to pieces.,ok,claude:claude-opus-5,
67122cb5394e2c80,6,sentence,鉴于这种情况，我们决定推迟会议。,"Jiànyú zhè zhǒng qíngkuàng, wǒmen juédìng tuīchí huìyì.","In view of this situation, we decided to postpone the meeting.",ok,claude:claude-opus-5,
5b4fc1488d5b2aaf,6,sentence,饭前要洗手，去掉细菌。,"Fàn qián yào xǐshǒu, qùdiào xìjūn.",Wash your hands before meals to get rid of germs.,fix,claude:claude-opus-5,"饭前要洗手，去除细菌。|Fàn qián yào xǐshǒu, qùchú xìjūn.||去掉细菌 is unnatural; 去除细菌 is the standard collocation."
a6aa4cae5f68b6e7,6,sentence,孩子不能太依赖父母。,Háizi bù néng tài yīlài fùmǔ.,Children shouldn’t depend too much on their parents.,ok,claude:claude-opus-5,
4ffe14e6b606692c,6,sentence,新郎和新娘都很高兴。,Xīnláng hé xīnniáng dōu hěn gāoxìng.,The bride and groom are both very happy.,ok,claude:claude-opus-5,
42eb33f0eaf1f003,6,sentence,他是一位杰出的科学家。,Tā shì yí wèi jiéchū de kēxuéjiā.,He is an outstanding scientist.,ok,claude:claude-opus-5,
c2ac75b960d91c61,6,sentence,小猫趴在窗台上晒太阳。,Xiǎomāo pā zài chuāngtái shang shài tàiyáng.,The kitten lies on the windowsill sunbathing.,ok,claude:claude-opus-5,
34263ec3ae05a40d,6,sentence,这种食物脂肪太多。,Zhè zhǒng shíwù zhīfáng tài duō.,This kind of food has too much fat.,ok,claude:claude-opus-5,
eca23a9fa641fd4f,6,sentence,他们俘虏了很多敌人。,Tāmen fúlǔ le hěn duō dírén.,They captured many enemy soldiers.,ok,claude:claude-opus-5,
1361dce8c98b3352,6,sentence,这个房间很宽敞。,Zhège fángjiān hěn kuānchang.,This room is very spacious.,ok,claude:claude-opus-5,
908e4f2678a85951,6,sentence,电脑屏幕坏了。,Diànnǎo píngmù huài le.,The computer screen is broken.,ok,claude:claude-opus-5,
22176c3f5ea7620f,6,sentence,这里的房子太昂贵了。,Zhèlǐ de fángzi tài ángguì le.,The houses here are too expensive.,ok,claude:claude-opus-5,
262bebec32b20b12,6,sentence,一群蚂蚁在搬东西。,Yì qún mǎyǐ zài bān dōngxi.,A group of ants is carrying things.,ok,claude:claude-opus-5,
f39b1dc67b8e4872,6,sentence,他的手臂很有力气。,Tā de shǒubì hěn yǒu lìqi.,His arms are very strong.,ok,claude:claude-opus-5,
c919751f6839d049,6,sentence,他履行了自己的诺言。,Tā lǚxíng le zìjǐ de nuòyán.,He kept his promise.,ok,claude:claude-opus-5,
f004db0e744732cd,6,sentence,这种鸟在这里很罕见。,Zhè zhǒng niǎo zài zhèlǐ hěn hǎnjiàn.,This kind of bird is rare here.,ok,claude:claude-opus-5,
5d0715128f24622d,6,sentence,你别再妄想了！,Nǐ bié zài wàngxiǎng le!,Stop dreaming!,ok,claude:claude-opus-5,
25e7e33eab55f8f6,6,sentence,他喜欢炫耀自己的新车。,Tā xǐhuan xuànyào zìjǐ de xīn chē.,He likes to show off his new car.,ok,claude:claude-opus-5,
5418b015bb7d1845,6,sentence,宪法是国家的根本法律。,Xiànfǎ shì guójiā de gēnběn fǎlǜ.,The constitution is the fundamental law of a country.,ok,claude:claude-opus-5,
9baaf64820ac6ce5,6,sentence,请你陈述一下事情的经过。,Qǐng nǐ chénshù yíxià shìqing de jīngguò.,Please describe what happened.,fix,claude:claude-opus-5,|Qǐng nǐ chénshù yīxià shìqing de jīngguò.||一 keeps its dictionary tone in pinyin: yīxià.
6ad932b72ac34868,6,sentence,这部电影很震撼。,Zhè bù diànyǐng hěn zhènhàn.,This film is very powerful.,ok,claude:claude-opus-5,
869c9dca4aa13546,6,sentence,他对外国人有偏见。,Tā duì wàiguórén yǒu piānjiàn.,He is prejudiced against foreigners.,ok,claude:claude-opus-5,
7cb51ae8a0699b4b,6,sentence,这座城市的夜景辉煌灿烂。,Zhè zuò chéngshì de yèjǐng huīhuáng cànlàn.,This city’s night view is brilliant and dazzling.,ok,claude:claude-opus-5,
9bf5a41f7b0339cc,6,sentence,别拖延了，马上开始吧。,"Bié tuōyán le, mǎshàng kāishǐ ba.",Stop delaying and start right away.,ok,claude:claude-opus-5,
0435b9562c02d70f,6,sentence,这个动作要循环做十次。,Zhège dòngzuò yào xúnhuán zuò shí cì.,Repeat this movement ten times.,fix,claude:claude-opus-5,这个动作要重复做十次。|Zhège dòngzuò yào chóngfù zuò shí cì.||循环 (cycle) is unnatural here; 重复 matches the English.
ac1e1ceee8d49178,6,sentence,听到好消息，她非常喜悦。,"Tīngdào hǎo xiāoxi, tā fēicháng xǐyuè.",She was overjoyed to hear the good news.,ok,claude:claude-opus-5,
0aa25a5342a1037c,6,sentence,妈妈牵着孩子的手过马路。,Māma qiānzhe háizi de shǒu guò mǎlù.,Mom held the child’s hand while crossing the road.,ok,claude:claude-opus-5,
96db2bcf4514670a,6,sentence,你冤枉他了，他没有偷东西。,"Nǐ yuānwang tā le, tā méiyǒu tōu dōngxi.",You wronged him; he didn’t steal anything.,ok,claude:claude-opus-5,
b847cf440e9568d2,6,sentence,做事不要太盲目。,Zuòshì búyào tài mángmù.,Don’t act too blindly.,fix,claude:claude-opus-5,|Zuòshì bùyào tài mángmù.||不 keeps its dictionary tone: bùyào.
3cc72e47f7e10406,6,sentence,鸟儿在天空中自由地飞翔。,Niǎor zài tiānkōng zhōng zìyóu de fēixiáng.,Birds fly freely in the sky.,ok,claude:claude-opus-5,
e2eb14c8344173a6,6,sentence,我们要建设一个和谐的社会。,Wǒmen yào jiànshè yí ge héxié de shèhuì.,We want to build a harmonious society.,fix,claude:claude-opus-5,|Wǒmen yào jiànshè yī ge héxié de shèhuì.||一 keeps its dictionary tone: yī ge.
fbe67f60885c9b58,6,sentence,记者揭露了这个秘密。,Jìzhě jiēlù le zhège mìmì.,The reporter exposed the secret.,ok,claude:claude-opus-5,
8ee305afd9dec4aa,6,sentence,这件衣服是棉花做的。,Zhè jiàn yīfu shì miánhua zuò de.,This piece of clothing is made of cotton.,ok,claude:claude-opus-5,
5012a6bb3bf806b8,6,sentence,猫捕捉到了一只老鼠。,Māo bǔzhuō dào le yì zhī lǎoshǔ.,The cat caught a mouse.,fix,claude:claude-opus-5,|Māo bǔzhuō dào le yī zhī lǎoshǔ.||一 keeps its dictionary tone: yī zhī.
36dcd3e194e6b0ad,6,sentence,这个古董值很多钱。,Zhège gǔdǒng zhí hěn duō qián.,This antique is worth a lot of money.,ok,claude:claude-opus-5,
18cc006ead85f36a,6,sentence,医生给他把了把脉搏。,Yīshēng gěi tā bǎ le bǎ màibó.,The doctor took his pulse.,fix,claude:claude-opus-5,医生给他把了把脉。|Yīshēng gěi tā bǎ le bǎ mài.||把脉 is the fixed verb-object phrase; 把脉搏 is ungrammatical.
dbbae641b2029d1e,6,sentence,这个峡谷非常深。,Zhège xiágǔ fēicháng shēn.,This canyon is very deep.,ok,claude:claude-opus-5,
4426712dda24821a,6,sentence,最近他有点儿忧郁。,Zuìjìn tā yǒudiǎnr yōuyù.,He has been a bit depressed lately.,ok,claude:claude-opus-5,
d74bde31f3ecc305,6,sentence,他们之间有很深的恩怨。,Tāmen zhījiān yǒu hěn shēn de ēnyuàn.,There is a deep grudge between them.,ok,claude:claude-opus-5,
f8acfc2dd1f4a16e,6,sentence,我们呼吁大家保护环境。,Wǒmen hūyù dàjiā bǎohù huánjìng.,We call on everyone to protect the environment.,ok,claude:claude-opus-5,
5514a6451b76a2c4,6,sentence,奶奶整天唠叨个不停。,Nǎinai zhěngtiān láodao ge bùtíng.,Grandma nags all day long.,ok,claude:claude-opus-5,
051a07a802aa2327,6,sentence,他是我师傅的徒弟。,Tā shì wǒ shīfu de túdì.,He is my master’s apprentice.,ok,claude:claude-opus-5,
419cdcea3ef69d9b,6,sentence,这个比喻很恰当。,Zhège bǐyù hěn qiàdàng.,This metaphor is very apt.,ok,claude:claude-opus-5,
81ea4e1a2ff6008a,6,sentence,他的行为受到了谴责。,Tā de xíngwéi shòudào le qiǎnzé.,His behavior was condemned.,ok,claude:claude-opus-5,
33f13ec7855707e1,6,sentence,他莫名其妙地生气了。,Tā mòmíngqímiào de shēngqì le.,He got angry for no apparent reason.,ok,claude:claude-opus-5,
f7ee8c259c0b544c,6,sentence,火势蔓延得很快。,Huǒshì mànyán de hěn kuài.,The fire spread quickly.,ok,claude:claude-opus-5,
2b96ff6a2ce5109f,6,sentence,这里的景色非常壮观。,Zhèlǐ de jǐngsè fēicháng zhuàngguān.,The scenery here is magnificent.,ok,claude:claude-opus-5,
71b4380524e93d09,6,sentence,公司派遣他去国外工作。,Gōngsī pàiqiǎn tā qù guówài gōngzuò.,The company sent him to work abroad.,ok,claude:claude-opus-5,
8d270d57b851c902,6,sentence,他在门口徘徊了很久。,Tā zài ménkǒu páihuái le hěn jiǔ.,He paced back and forth at the door for a long time.,ok,claude:claude-opus-5,
d02403ed9cf3aa28,6,sentence,那场车祸让他瘫痪了。,Nà chǎng chēhuò ràng tā tānhuàn le.,That car accident left him paralyzed.,ok,claude:claude-opus-5,
8821a3fb7afff34c,6,sentence,他最近工作很忙碌。,Tā zuìjìn gōngzuò hěn mánglù.,He has been very busy with work lately.,ok,claude:claude-opus-5,
3ca371d4a701641b,6,sentence,这个歹徒被抓住了。,Zhège dǎitú bèi zhuāzhù le.,The gangster was caught.,fix,claude:claude-opus-5,||The thug was caught.|歹徒 means a thug/criminal rather than specifically a gangster.
01e85a99b33d93da,6,sentence,洪水淹没了很多村庄。,Hóngshuǐ yānmò le hěn duō cūnzhuāng.,The flood submerged many villages.,ok,claude:claude-opus-5,
456b553fb4b99a1a,6,sentence,他对游戏上瘾了。,Tā duì yóuxì shàngyǐn le.,He is addicted to games.,ok,claude:claude-opus-5,
641c2c673df9e4a3,6,sentence,每个人都要坚守自己的岗位。,Měi ge rén dōu yào jiānshǒu zìjǐ de gǎngwèi.,Everyone must stick to their post.,fix,claude:claude-opus-5,|Měi gè rén dōu yào jiānshǒu zìjǐ de gǎngwèi.||个 in 每个人 should carry its dictionary tone gè.
5842cb77f469e664,6,sentence,他跪在地上求她原谅。,Tā guì zài dìshang qiú tā yuánliàng.,He knelt on the ground begging her forgiveness.,ok,claude:claude-opus-5,
9c69b8901d90f517,6,sentence,海面上漂着白色的泡沫。,Hǎimiàn shang piāozhe báisè de pàomò.,White foam floats on the sea.,ok,claude:claude-opus-5,
bfa5a36bd8fcb19d,6,sentence,在陌生的地方要提高警惕。,Zài mòshēng de dìfang yào tígāo jǐngtì.,Stay alert in unfamiliar places.,ok,claude:claude-opus-5,
3ba5e0ca847c6254,6,sentence,工作了一天，我感到十分疲惫。,"Gōngzuò le yì tiān, wǒ gǎndào shífēn píbèi.","After a day of work, I feel exhausted.",fix,claude:claude-opus-5,"|Gōngzuò le yī tiān, wǒ gǎndào shífēn píbèi.||一 should keep its dictionary tone yī, not the sandhi yì."
633d38ecc80d257b,6,sentence,她对食物很挑剔。,Tā duì shíwù hěn tiāoti.,She is picky about food.,ok,claude:claude-opus-5,
c1c551491ed678c0,6,sentence,这种液体是有毒的。,Zhè zhǒng yètǐ shì yǒudú de.,This liquid is poisonous.,ok,claude:claude-opus-5,
35e286b640436a05,6,sentence,墙上的油漆还没干。,Qiáng shang de yóuqī hái méi gān.,The paint on the wall hasn’t dried yet.,ok,claude:claude-opus-5,
3cd62029c2a72461,6,sentence,老师纠正了我的发音。,Lǎoshī jiūzhèng le wǒ de fāyīn.,The teacher corrected my pronunciation.,fix,claude:claude-opus-5,|Lǎoshī jiūzhèngle wǒ de fāyīn.||了 should be attached to the verb in pinyin.
67c42e878e607ba9,6,sentence,这次讨论的焦点是环境问题。,Zhè cì tǎolùn de jiāodiǎn shì huánjìng wèntí.,The focus of this discussion is environmental issues.,ok,claude:claude-opus-5,
5765894648ad208d,6,sentence,猛烈的风吹倒了大树。,Měngliè de fēng chuī dǎo le dà shù.,The violent wind blew down the big tree.,fix,claude:claude-opus-5,|Měngliè de fēng chuīdǎole dà shù.||Resultative verb and 了 written as one unit.
7f6eaaf2e5085e04,6,sentence,医生解剖了这只动物。,Yīshēng jiěpōu le zhè zhī dòngwù.,The doctor dissected the animal.,fix,claude:claude-opus-5,|Yīshēng jiěpōule zhè zhī dòngwù.||了 should be attached to the verb in pinyin.
34e22d05a4493622,6,sentence,我想澄清一下这个误会。,Wǒ xiǎng chéngqīng yíxià zhège wùhuì.,I want to clear up this misunderstanding.,fix,claude:claude-opus-5,|Wǒ xiǎng chéngqīng yīxià zhège wùhuì.||一 keeps its dictionary tone (yī) per course convention.
b3ff67cf0a51ee41,6,sentence,医生发现他身体里有一个肿瘤。,Yīshēng fāxiàn tā shēntǐ lǐ yǒu yí ge zhǒngliú.,The doctor found a tumor in his body.,fix,claude:claude-opus-5,|Yīshēng fāxiàn tā shēntǐ lǐ yǒu yī ge zhǒngliú.||一 keeps its dictionary tone (yī).
d04f908e8ed52e63,6,sentence,这个孩子太顽皮了。,Zhège háizi tài wánpí le.,This child is too naughty.,ok,claude:claude-opus-5,
c4834281fa1bc779,6,sentence,他是我们学习的榜样。,Tā shì wǒmen xuéxí de bǎngyàng.,He is a role model for us to learn from.,ok,claude:claude-opus-5,
db6fe05eae5a80c3,6,sentence,他因为盗窃被判了三年。,Tā yīnwèi dàoqiè bèi pàn le sān nián.,He was sentenced to three years for theft.,fix,claude:claude-opus-5,|Tā yīnwèi dàoqiè bèi pànle sān nián.||了 should be attached to the verb in pinyin.
195551c18b0e3590,6,sentence,小心网络诈骗。,Xiǎoxīn wǎngluò zhàpiàn.,Beware of online fraud.,ok,claude:claude-opus-5,
e5033d03b4c2bd53,6,sentence,两队正在争夺冠军。,Liǎng duì zhèngzài zhēngduó guànjūn.,The two teams are competing for the championship.,ok,claude:claude-opus-5,
2f1b44bd7555fa3f,6,sentence,公园里有一座美丽的雕塑。,Gōngyuán lǐ yǒu yí zuò měilì de diāosù.,There is a beautiful sculpture in the park.,fix,claude:claude-opus-5,|Gōngyuán lǐ yǒu yī zuò měilì de diāosù.||一 keeps its dictionary tone (yī).
93a122f66c1c57e8,6,sentence,木头能漂浮在水面上。,Mùtou néng piāofú zài shuǐmiàn shang.,Wood can float on water.,ok,claude:claude-opus-5,
36d69b51410ea972,6,sentence,这个游戏太消耗时间了。,Zhège yóuxì tài xiāohào shíjiān le.,This game takes up too much time.,ok,claude:claude-opus-5,
9cf9df165498fa61,6,sentence,广场上飘扬着一面红旗。,Guǎngchǎng shang piāoyángzhe yí miàn hóngqí.,A red flag is flying over the square.,fix,claude:claude-opus-5,|Guǎngchǎng shang piāoyángzhe yī miàn hóngqí.||一 keeps its dictionary tone (yī).
2ca0eb106a72b927,6,sentence,他鞠躬向观众表示感谢。,Tā jūgōng xiàng guānzhòng biǎoshì gǎnxiè.,He bowed to thank the audience.,ok,claude:claude-opus-5,
575dd4b3b0fb4fdb,6,sentence,睡觉前请把灯熄灭。,Shuìjiào qián qǐng bǎ dēng xīmiè.,Please put out the light before going to sleep.,ok,claude:claude-opus-5,
0cbd26e451f947bb,6,sentence,海边有很多贝壳。,Hǎibiān yǒu hěn duō bèiké.,There are many shells on the beach.,ok,claude:claude-opus-5,
0afc2035df337856,6,sentence,我们之间有一些分歧。,Wǒmen zhījiān yǒu yìxiē fēnqí.,There are some differences between us.,fix,claude:claude-opus-5,|Wǒmen zhījiān yǒu yīxiē fēnqí.||一 keeps its dictionary tone yī (sandhi not written).
448b72b196fdf7fd,6,sentence,这座寺庙很古老。,Zhè zuò sìmiào hěn gǔlǎo.,This temple is very old.,ok,claude:claude-opus-5,
fb269ae477adcfd1,6,sentence,请饶恕我这一次。,Qǐng ráoshù wǒ zhè yí cì.,Please forgive me this once.,fix,claude:claude-opus-5,|Qǐng ráoshù wǒ zhè yī cì.||一 should keep dictionary tone yī.
3c8ae60eec8376d9,6,sentence,他家的生活很富裕。,Tā jiā de shēnghuó hěn fùyù.,His family lives a wealthy life.,ok,claude:claude-opus-5,
d0bf2f727a021e11,6,sentence,她的反应有点儿迟钝。,Tā de fǎnyìng yǒudiǎnr chídùn.,Her reactions are a bit slow.,ok,claude:claude-opus-5,
997174a8aa82f76a,6,sentence,我们将竭尽全力帮助你。,Wǒmen jiāng jiéjìn quánlì bāngzhù nǐ.,We will do everything we can to help you.,ok,claude:claude-opus-5,
dc823f3429a1de11,6,sentence,作者描绘了一幅美丽的画面。,Zuòzhě miáohuì le yì fú měilì de huàmiàn.,The author depicted a beautiful scene.,fix,claude:claude-opus-5,|Zuòzhě miáohuì le yī fú měilì de huàmiàn.||一 should keep dictionary tone yī.
9088fcdf5ed1a87a,6,sentence,这把刀非常锋利。,Zhè bǎ dāo fēicháng fēnglì.,This knife is very sharp.,ok,claude:claude-opus-5,
806a0d17bbfa8e4d,6,sentence,阳光灿烂，天气真好。,"Yángguāng cànlàn, tiānqì zhēn hǎo.",The sun is shining brightly; the weather is great.,ok,claude:claude-opus-5,
e311bedd6ef3dd49,6,sentence,千万别糟蹋粮食。,Qiānwàn bié zāotà liángshi.,Never waste food.,ok,claude:claude-opus-5,
156b728e5dbd5aa9,6,sentence,天上的星星在闪烁。,Tiān shang de xīngxing zài shǎnshuò.,The stars are twinkling in the sky.,ok,claude:claude-opus-5,
be0c4b6fb9a8606e,6,sentence,我终于领悟了老师的意思。,Wǒ zhōngyú lǐngwù le lǎoshī de yìsi.,I finally understood what the teacher meant.,ok,claude:claude-opus-5,
01cd5635b5087bac,6,sentence,他的脸色很苍白。,Tā de liǎnsè hěn cāngbái.,His face is very pale.,ok,claude:claude-opus-5,
572ac7e34515993a,6,sentence,请把文件储存在电脑里。,Qǐng bǎ wénjiàn chǔcún zài diànnǎo lǐ.,Please store the file on the computer.,ok,claude:claude-opus-5,
b9d924a05b9640d2,6,sentence,沐浴之后，我感觉很舒服。,"Mùyù zhīhòu, wǒ gǎnjué hěn shūfu.","After a bath, I feel very comfortable.",ok,claude:claude-opus-5,
a5b616eba182be8f,6,sentence,这只猫动作很敏捷。,Zhè zhī māo dòngzuò hěn mǐnjié.,This cat moves very nimbly.,ok,claude:claude-opus-5,
de5a6a294bb53dd2,6,sentence,不要混淆这两个概念。,Búyào hùnxiáo zhè liǎng ge gàiniàn.,Don’t confuse these two concepts.,fix,claude:claude-opus-5,|Bùyào hùnxiáo zhè liǎng ge gàiniàn.||不 keeps its dictionary tone bù (sandhi not written).
f641f9746669d056,6,sentence,这些鸟每年秋天迁徙到南方。,Zhèxiē niǎo měi nián qiūtiān qiānxǐ dào nánfāng.,These birds migrate south every autumn.,ok,claude:claude-opus-5,
691e90d0b1096a06,6,sentence,这里的土壤非常肥沃。,Zhèlǐ de tǔrǎng fēicháng féiwò.,The soil here is very fertile.,ok,claude:claude-opus-5,
aa681cb6623e819b,6,sentence,草原十分辽阔。,Cǎoyuán shífēn liáokuò.,The grassland is vast.,ok,claude:claude-opus-5,
bedd26e6cd7a5f4d,6,sentence,他的观察力很敏锐。,Tā de guānchá lì hěn mǐnruì.,His powers of observation are very keen.,fix,claude:claude-opus-5,|Tā de guānchálì hěn mǐnruì.||观察力 is one word in pinyin orthography.
6709863a2e029454,6,sentence,他经历了很多挫折。,Tā jīnglì le hěn duō cuòzhé.,He has experienced many setbacks.,ok,claude:claude-opus-5,
0776b8c9d66c679a,6,sentence,我不同意，我要反驳他。,"Wǒ bù tóngyì, wǒ yào fǎnbó tā.",I disagree; I want to refute him.,ok,claude:claude-opus-5,
2a5cf6eb128f86d8,6,sentence,他拄着拐杖慢慢地走。,Tā zhǔzhe guǎizhàng mànmàn de zǒu.,He walked slowly leaning on a cane.,ok,claude:claude-opus-5,
ed9bf85f67025b46,6,sentence,马在草原上奔驰。,Mǎ zài cǎoyuán shang bēnchí.,Horses gallop across the grassland.,ok,claude:claude-opus-5,
31e52b0c0853ef25,6,sentence,他过着奢侈的生活。,Tā guòzhe shēchǐ de shēnghuó.,He lives an extravagant life.,ok,claude:claude-opus-5,
12109b50e6af7e92,6,sentence,奶奶在给我缝衣服。,Nǎinai zài gěi wǒ féng yīfu.,Grandma is sewing clothes for me.,ok,claude:claude-opus-5,
772303462216c063,6,sentence,他昏迷了很久才苏醒过来。,Tā hūnmí le hěn jiǔ cái sūxǐng guòlái.,He was unconscious for a long time before he came to.,ok,claude:claude-opus-5,
efadd64b67d193aa,6,sentence,他的身体僵硬得动不了。,Tā de shēntǐ jiāngyìng de dòng bu liǎo.,His body is so stiff he can’t move.,ok,claude:claude-opus-5,
3ef4ecea344db20f,6,sentence,打了针，我就有免疫力了。,"Dǎ le zhēn, wǒ jiù yǒu miǎnyì lì le.","After the injection, I have immunity.",fix,claude:claude-opus-5,"|Dǎ le zhēn, wǒ jiù yǒu miǎnyìlì le.||免疫力 should be written as one pinyin word."
95f9dc6e909a042b,6,sentence,在宇宙中，人类是渺小的。,"Zài yǔzhòu zhōng, rénlèi shì miǎoxiǎo de.","In the universe, humankind is tiny.",ok,claude:claude-opus-5,
0c116212de15dd19,6,sentence,他欠了很多债。,Tā qiàn le hěn duō zhài.,He owes a lot of debt.,ok,claude:claude-opus-5,
